ids,target,prediction
6692,-49.92892,-50.0214
18155,-39.46874,-39.36869
3184,-54.85121,-54.907417
10931,-45.96757,-45.95848
14858,-42.42186,-42.430466
2191,-54.07422,-54.06277
16843,-41.28772,-41.309685
6214,-51.75924,-51.69481
16875,-41.93779,-41.963486
18330,-41.05458,-41.086132
4862,-50.97631,-50.96769
7052,-49.95308,-50.010063
14315,-45.11869,-45.19089
7299,-51.91742,-51.855865
7317,-50.19367,-50.244843
222,-54.43673,-54.418156
14831,-41.57699,-41.547207
4608,-56.47957,-56.19446
6670,-50.37509,-50.39418
15237,-39.93552,-40.034195
2240,-55.38738,-55.353947
13625,-46.19608,-46.202736
3676,-56.33065,-56.569748
15515,-40.94322,-40.9626
7113,-48.48553,-48.471977
15695,-40.47196,-40.5166
6562,-50.45679,-50.37136
9446,-51.41632,-51.47623
5612,-49.29731,-49.20942
3105,-53.08007,-53.017
15112,-37.93636,-37.91243
10316,-46.15384,-46.211964
15928,-39.76164,-39.799046
55,-57.15978,-57.03645
11819,-45.77258,-45.825638
17166,-39.57106,-39.60894
12841,-46.33404,-46.39154
8480,-49.14427,-49.175217
13885,-46.56793,-46.639713
12292,-45.20719,-45.30345
1765,-57.2158,-57.142544
12098,-46.83013,-46.831383
9469,-48.67166,-48.767715
11846,-47.20188,-47.193275
15406,-41.10422,-41.018036
17413,-41.53256,-41.60043
956,-56.10391,-56.064583
941,-57.28113,-57.197525
4552,-55.30424,-55.26638
2768,-56.37461,-56.304443
11461,-44.74601,-44.84015
3447,-55.91305,-55.717075
12873,-45.98967,-46.000217
18013,-40.91087,-40.99892
8352,-50.5499,-50.60811
13994,-46.16922,-46.142845
1756,-55.27348,-55.127457
17535,-42.68982,-42.715027
16357,-39.39022,-39.435143
4600,-55.46516,-55.394474
17740,-38.79015,-38.83467
11049,-45.52777,-45.62987
16249,-39.22889,-39.30786
10557,-46.78294,-46.843548
9419,-49.98052,-50.01334
12221,-46.22916,-46.209618
2856,-52.95377,-52.936043
8819,-51.76116,-51.791153
17356,-41.1829,-41.271713
14276,-44.98008,-45.06055
4466,-55.62247,-55.581238
9072,-50.45888,-50.575222
11924,-44.3195,-44.41115
108,-55.13677,-55.121128
11771,-46.39914,-46.37053
1010,-57.06177,-57.041443
6504,-50.15002,-50.086456
8512,-50.48273,-50.394424
7022,-49.75759,-49.839935
3202,-55.6515,-55.67898
5333,-50.33824,-50.405098
17955,-38.8857,-38.949238
15152,-35.64447,-35.30874
8669,-48.23754,-48.258125
9623,-51.71325,-51.774666
3529,-55.66939,-55.645164
17871,-40.32522,-40.358902
5292,-51.07325,-51.107574
6104,-49.83963,-49.81234
6035,-51.2371,-51.1947
12214,-45.06063,-45.120018
16198,-39.03077,-39.072212
6044,-50.52526,-50.527
7106,-51.6576,-51.627357
939,-55.82909,-55.830315
15696,-39.67658,-39.724274
8912,-50.47311,-50.482243
10149,-45.32825,-45.3285
11280,-45.61279,-45.636856
18817,-38.20698,-38.24593
2077,-55.48732,-55.466705
19379,-40.30886,-40.270832
18385,-39.20413,-39.226547
11276,-44.42969,-44.464664
4856,-49.53546,-49.569427
4289,-55.71661,-55.673405
4090,-56.60411,-56.378864
14420,-45.64881,-45.66661
15772,-42.60997,-42.65587
14710,-44.88975,-44.88952
16564,-41.18616,-41.166607
8420,-49.53865,-49.67947
10930,-46.7121,-46.73388
9043,-50.04429,-50.168053
17626,-40.01122,-40.013405
15727,-42.69715,-42.729706
10188,-44.73178,-44.72343
5320,-50.00812,-50.025276
10415,-45.50234,-45.588367
16207,-39.76904,-39.840748
10505,-46.12889,-46.20423
8276,-50.53027,-50.46875
3343,-52.06569,-52.04349
19687,-40.05087,-40.03793
12663,-45.15779,-45.22764
1192,-55.32029,-55.335056
2195,-54.7788,-54.94141
1921,-55.71356,-55.700275
7545,-49.61737,-49.69474
5149,-50.77647,-50.81013
11202,-45.30583,-45.37235
714,-55.6579,-55.673767
10555,-47.06106,-47.060226
5283,-50.9157,-50.98057
6726,-49.10036,-49.175858
12710,-45.08125,-45.195454
11431,-42.08991,-42.16044
16210,-37.9769,-37.982224
14653,-45.66471,-45.70656
18152,-40.93973,-40.900826
10635,-44.84533,-44.85116
12381,-44.87792,-44.882687
11856,-46.66454,-46.748344
11505,-45.1137,-45.17171
1057,-54.46227,-54.39541
5500,-50.64325,-50.65673
17792,-40.1592,-40.172844
11057,-46.71863,-46.664917
13639,-46.90464,-46.950172
4852,-51.10902,-51.078438
2870,-54.54052,-54.538055
2854,-55.74795,-55.707687
7214,-49.45435,-49.47271
19125,-40.64025,-40.74509
19074,-42.67937,-42.674706
18583,-36.141,-36.20222
436,-54.57993,-54.40824
14108,-45.5836,-45.69215
15496,-41.79838,-41.882336
4591,-56.66357,-56.63794
16228,-39.56696,-39.572212
331,-55.59632,-55.48526
16517,-40.46766,-40.51435
15891,-41.2353,-41.25608
15093,-40.71894,-40.59823
17657,-38.35527,-38.318687
6812,-51.28195,-51.32572
13813,-43.27883,-43.387302
7888,-52.08903,-52.121506
2767,-55.5427,-55.549767
9753,-48.41582,-48.525562
18716,-40.60027,-40.627697
15370,-39.03739,-39.075092
17569,-38.31308,-38.338417
9290,-50.23214,-50.211384
6037,-51.38016,-51.342804
13068,-44.55745,-44.562263
13146,-45.25142,-45.378025
6131,-50.35243,-50.30661
7431,-49.64308,-49.713223
8239,-51.43602,-51.43116
10898,-46.41716,-46.459595
12947,-45.81492,-45.980064
5237,-51.90584,-51.857162
18281,-41.56857,-41.59014
2,-57.10054,-56.965797
14520,-45.29653,-45.33502
18740,-39.90602,-40.001854
9538,-51.41031,-51.407703
7567,-50.28137,-50.32653
14354,-44.65678,-44.71689
2312,-52.79809,-52.817226
19750,-39.00253,-38.973145
13818,-46.45554,-46.483128
5763,-47.72265,-47.82833
7133,-51.50083,-51.509148
10399,-45.00759,-45.001667
15764,-41.80931,-41.855
13912,-45.55729,-45.569904
3956,-55.87577,-55.852898
14291,-44.71883,-44.74381
366,-50.27985,-50.21037
14614,-46.66193,-46.756382
10830,-47.22499,-47.243824
6101,-48.35431,-48.481087
13064,-46.24137,-46.282593
1193,-54.64882,-54.681145
12864,-45.61405,-45.667038
1830,-55.95463,-55.848206
2135,-55.44226,-55.491257
5801,-47.455,-47.500244
18586,-39.96157,-40.014194
9914,-45.75192,-45.99797
332,-56.35997,-56.21682
8705,-49.6073,-49.696327
9981,-45.32559,-45.351562
1817,-56.92536,-56.766464
14249,-46.24939,-46.26878
696,-55.82714,-55.827423
14506,-45.5929,-45.620243
13187,-44.93025,-45.027424
15711,-40.5141,-40.50708
9391,-48.87013,-49.00934
4634,-56.32467,-56.220875
8808,-51.33608,-51.274242
4665,-56.3206,-56.2572
5420,-51.54616,-51.51329
5496,-46.91767,-46.96093
17668,-39.58517,-39.52238
14896,-39.91392,-39.879154
8828,-51.99304,-52.09132
19101,-40.51747,-40.49855
9232,-48.82034,-48.939774
1312,-55.78344,-55.635864
10420,-46.55239,-46.686085
9044,-49.98629,-49.952827
19045,-39.94391,-39.90795
14017,-45.49567,-45.62997
82,-56.43395,-56.41224
17578,-39.96935,-39.97529
7706,-51.36362,-51.351734
14027,-45.40887,-45.3832
17765,-41.85263,-41.867577
9610,-49.78118,-49.799004
13193,-44.22774,-44.22448
6335,-51.44818,-51.4818
5222,-51.38604,-51.37113
407,-54.82809,-54.802654
14363,-45.49278,-45.420296
6971,-50.88486,-50.938545
16728,-41.512,-41.51493
2388,-53.04379,-53.03053
10244,-44.2087,-44.22798
15161,-38.1906,-38.248737
1161,-56.16559,-56.14808
5376,-49.90155,-50.00238
14425,-45.75987,-45.790813
6491,-50.15015,-50.15551
14837,-42.94815,-42.954468
10306,-44.98183,-45.08201
15475,-41.12985,-41.19917
8728,-50.59553,-50.653328
11,-57.24219,-57.207703
3008,-55.33842,-55.372475
4860,-50.20827,-50.22563
19175,-39.90225,-39.93462
3989,-56.36409,-56.29013
2353,-56.25829,-56.20768
19265,-40.59459,-40.661045
15208,-39.44145,-39.46091
3748,-54.62887,-54.568565
6686,-47.47615,-47.507347
7108,-50.26449,-50.359085
12435,-43.03601,-43.11306
16853,-41.47907,-41.566578
18400,-40.15993,-40.163223
12108,-46.8939,-46.90882
5680,-51.13808,-51.166973
10821,-47.26217,-47.269917
12604,-46.3289,-46.35753
9598,-50.95322,-50.97235
11117,-45.6292,-45.737724
336,-56.37858,-56.418545
11019,-45.34802,-45.31217
747,-55.76074,-55.70885
11198,-44.77171,-44.817173
629,-54.88421,-54.761547
10815,-46.87129,-46.91862
16309,-39.13542,-39.1574
2358,-55.69686,-55.59253
5856,-51.83922,-51.79871
1328,-56.15815,-56.01131
10002,-45.30173,-45.327885
1586,-55.1782,-55.132896
11282,-45.02235,-45.06521
2227,-54.65365,-54.643894
2121,-55.21553,-55.244236
10438,-44.71173,-44.6557
5354,-48.11358,-48.17721
18718,-38.99212,-39.004864
4447,-54.4253,-54.37853
1512,-55.22334,-55.159344
9705,-51.95796,-51.8987
5362,-50.52039,-50.561253
17604,-40.54217,-40.612576
9927,-43.57266,-43.515385
1535,-53.90876,-53.87484
14977,-41.58218,-41.597294
11385,-45.7163,-45.70534
8355,-51.58022,-51.56022
3641,-55.69,-55.636845
7713,-49.60871,-49.582394
14074,-46.90514,-46.894913
19359,-39.26042,-39.397102
12076,-45.99861,-46.093163
11150,-44.19821,-44.25467
17483,-38.68905,-38.686764
15231,-41.31515,-41.305096
15341,-39.00662,-39.09642
618,-56.02777,-55.930805
17260,-40.84234,-40.805584
1278,-56.50182,-56.44083
3571,-56.53412,-56.49419
472,-54.54062,-54.45275
11597,-44.36434,-44.402817
8897,-49.90199,-49.941856
3877,-56.35275,-56.31693
10679,-46.88324,-46.921925
18879,-42.03121,-42.089012
1982,-56.81403,-56.660355
748,-53.96005,-53.9138
16438,-42.49404,-42.49868
11392,-46.19877,-46.256237
6846,-50.58906,-50.63572
5365,-49.99931,-50.114567
10747,-44.71657,-44.715206
6439,-50.3174,-50.291023
31,-56.59836,-56.500423
540,-55.96045,-55.906765
10099,-46.29948,-46.315113
16486,-38.69069,-38.767605
5029,-49.62358,-49.503407
7805,-51.49369,-51.462044
8555,-49.56208,-49.51095
10132,-45.94526,-46.014202
14491,-45.32587,-45.338913
8636,-50.28854,-50.286514
10796,-42.25333,-42.358852
5325,-52.06422,-52.02862
11065,-47.22381,-47.25722
3501,-54.40176,-54.28822
17844,-41.57068,-41.571533
17333,-41.10192,-41.046143
2973,-54.81574,-54.699833
13033,-42.85139,-42.89561
3303,-56.12384,-55.96813
5562,-48.77715,-48.78714
14224,-44.65006,-44.62057
3033,-55.8558,-55.694305
10754,-45.37816,-45.375305
14733,-45.32818,-45.380466
14742,-43.74498,-43.734455
5183,-50.80315,-50.753704
6820,-50.7927,-50.77712
12075,-46.10006,-46.07209
15750,-40.60764,-40.568115
15936,-40.56046,-40.524727
18802,-36.66124,-36.687614
17563,-40.20655,-40.220757
8315,-51.33622,-51.335556
7061,-51.0767,-51.05144
15182,-41.2699,-41.34242
1746,-54.20544,-54.2202
15966,-41.0171,-40.988045
4737,-56.65999,-56.54978
2875,-54.46229,-54.403393
11359,-42.49375,-42.44718
3660,-54.73485,-54.65529
11263,-44.58832,-44.735912
6902,-50.45487,-50.464146
13304,-45.29716,-45.301605
16170,-41.25644,-41.37478
18908,-42.58156,-42.615295
19481,-39.9343,-39.92364
882,-55.32151,-55.187046
8998,-51.35421,-51.295403
1175,-56.06851,-55.977943
6804,-49.58602,-49.610146
17773,-41.20268,-41.235744
2622,-53.3568,-53.36505
14886,-42.216,-42.2604
1960,-57.49913,-57.42728
14392,-45.57744,-45.689327
7885,-51.42549,-51.39362
5093,-49.54197,-49.543728
6516,-51.64387,-51.750084
10663,-47.09917,-47.14292
17502,-40.25364,-40.254784
11299,-45.1169,-45.257782
4254,-56.56882,-56.442726
7488,-50.75055,-50.851593
5477,-44.41582,-44.522926
19725,-40.02154,-40.044888
5198,-49.88319,-49.89772
15863,-42.50993,-42.549316
10177,-44.76505,-44.83427
7872,-52.04071,-52.083748
3858,-57.41243,-57.36499
14771,-42.03397,-42.14866
8882,-51.3745,-51.31443
3416,-57.18163,-57.139076
2935,-55.14995,-55.111412
8626,-49.85703,-49.964897
6624,-51.87279,-51.890106
18966,-41.6048,-41.621998
1467,-54.99888,-54.960808
14011,-45.34622,-45.36946
2520,-56.10019,-56.002937
8816,-52.02069,-51.9768
973,-56.42176,-56.29056
5800,-46.39254,-46.53701
16296,-37.83483,-37.786106
10773,-41.34362,-41.383137
7063,-48.22903,-48.367798
12736,-44.6331,-44.62615
4516,-54.67237,-54.71787
17152,-40.48036,-40.433205
12916,-44.25417,-44.36394
3831,-56.23016,-56.19348
10817,-47.05357,-47.128418
10787,-44.91286,-45.010315
3418,-54.95161,-54.923824
7101,-50.70583,-50.64776
9390,-49.78233,-49.876568
9876,-45.47201,-45.47812
9690,-50.83644,-50.949223
9279,-49.95669,-49.989727
2781,-56.40514,-56.295067
17658,-39.41615,-39.470398
3107,-55.5164,-55.45235
15163,-40.53671,-40.51107
5278,-51.72908,-51.705406
9828,-47.03331,-47.036884
10740,-45.4443,-45.51405
15690,-39.86701,-39.897236
10115,-45.52129,-45.57894
14098,-46.29227,-46.396297
11207,-45.37544,-45.401375
13160,-44.53583,-44.614166
15633,-40.09393,-40.156555
19011,-40.76424,-40.795677
16905,-40.63365,-40.599434
244,-53.59273,-53.559513
15308,-42.50222,-42.534863
15929,-40.40527,-40.401756
81,-56.61074,-56.482597
11028,-44.92307,-45.005882
12288,-45.11385,-45.235497
15783,-41.43825,-41.447037
374,-53.13002,-53.187542
16353,-41.2913,-41.3272
9881,-45.38325,-45.383324
908,-54.89607,-54.83548
12797,-45.78727,-45.832645
9614,-51.04889,-51.052967
12136,-46.27179,-46.272392
9655,-49.63199,-49.662334
1495,-52.65482,-52.614906
4114,-55.08754,-55.138615
6929,-51.79216,-51.79302
14417,-46.12952,-46.129078
10303,-47.01166,-47.00043
746,-56.67888,-56.626152
4501,-54.12935,-54.148502
8574,-49.38258,-49.44793
18249,-39.96457,-40.061302
15183,-40.63328,-40.6508
811,-55.66956,-55.52623
1919,-55.52254,-55.494698
16184,-41.11242,-41.15963
9794,-47.95636,-48.03221
18933,-42.68082,-42.701355
2306,-54.12432,-54.088512
992,-54.11477,-54.14721
16141,-38.98032,-38.906334
19732,-39.86351,-39.867386
6901,-51.34968,-51.393837
15504,-40.13866,-40.14909
3368,-55.86471,-55.834057
14769,-41.63977,-41.628155
14418,-45.87267,-45.88444
11195,-42.97868,-43.035484
9149,-50.1873,-50.272568
16324,-41.04846,-41.088463
18952,-41.28977,-41.309937
6553,-49.20487,-49.319683
18619,-40.38299,-40.43193
2034,-57.13271,-57.018505
1627,-56.01196,-56.055782
4707,-54.51602,-54.48214
15742,-41.55868,-41.585045
16147,-40.59336,-40.579247
3526,-55.66423,-55.561264
15089,-39.25881,-39.325226
8654,-48.72103,-48.757793
300,-54.67549,-54.694828
19182,-40.62442,-40.646812
11152,-44.0604,-44.20999
7752,-49.41629,-49.430553
9710,-50.34707,-50.300217
7,-57.1047,-56.99646
5737,-48.99652,-49.022484
6719,-49.29391,-49.326714
16018,-40.69326,-40.712093
11964,-44.14619,-44.200832
3930,-56.85408,-56.650276
920,-55.61321,-55.48697
2091,-55.80687,-55.76789
4930,-50.50257,-50.501312
3743,-55.57121,-55.484886
7199,-49.11741,-49.13341
3146,-55.2626,-55.087875
2701,-54.91295,-55.06382
8865,-51.995,-51.96047
15767,-41.78295,-41.74833
8282,-50.16174,-50.231865
6945,-50.96051,-50.965393
17966,-40.06184,-40.137875
5018,-50.16087,-50.133183
1037,-56.36185,-56.20832
12549,-46.75087,-46.87657
997,-56.49834,-56.330967
14406,-46.34451,-46.402275
13907,-45.97719,-45.976334
2796,-55.59224,-55.602352
1537,-54.8372,-54.938213
18000,-39.91697,-39.97402
10488,-45.75883,-45.821087
19741,-40.13984,-40.17168
340,-56.06348,-55.869232
18696,-40.83684,-40.861107
11539,-45.63372,-45.627697
17050,-41.30838,-41.32683
18746,-37.931,-37.880444
10256,-42.03316,-42.147957
17618,-41.18837,-41.192585
6783,-49.72344,-49.75318
3815,-56.45643,-56.457237
11134,-43.39269,-43.47125
14136,-47.1478,-47.158615
17362,-40.68648,-40.650948
2403,-54.30658,-54.114872
15620,-36.60917,-36.62909
12142,-46.72568,-46.66574
6359,-48.65157,-48.6684
14214,-44.00396,-44.07735
19677,-40.81177,-40.760857
7326,-51.47739,-51.497227
11482,-45.48812,-45.458336
17814,-40.9644,-40.966408
16773,-40.83672,-40.76165
17817,-40.96744,-40.92398
7402,-51.14338,-51.110245
18365,-41.04911,-41.093075
4051,-54.98198,-54.897305
10294,-45.74902,-45.784782
14996,-40.29242,-40.333122
3224,-56.63876,-56.470695
15967,-39.35617,-39.318775
12068,-46.95559,-47.003036
2804,-55.06408,-54.99861
16524,-39.6523,-39.659847
11705,-46.74585,-46.742798
638,-56.33046,-56.222485
523,-55.96232,-55.90066
1385,-54.87446,-54.890144
14275,-46.20785,-46.1288
6836,-51.7367,-51.78752
3645,-55.23741,-55.118664
19645,-38.72015,-38.77203
7064,-49.92498,-49.94766
8459,-49.59275,-49.648758
5005,-50.47856,-50.46673
7698,-51.86615,-51.849106
5662,-49.06621,-49.025185
4703,-56.30221,-56.414043
4489,-53.62003,-53.627983
11750,-46.96274,-46.916916
6943,-50.93943,-50.973896
3882,-57.1888,-57.11745
9973,-45.39077,-45.419044
12776,-45.39769,-45.50253
15014,-40.55797,-40.479572
10056,-44.85706,-44.877983
17839,-41.07408,-41.087814
14169,-45.0841,-45.207897
15493,-40.18857,-40.177696
16603,-42.60867,-42.649254
9243,-50.66361,-50.678062
17986,-41.11039,-41.069336
2442,-56.7965,-56.703335
7316,-50.82842,-50.9395
2384,-54.95754,-54.93114
7606,-51.46881,-51.45895
18452,-39.63232,-39.694874
1790,-55.43908,-55.388237
8041,-50.6867,-50.745506
15388,-38.60949,-38.57697
2897,-57.00952,-56.82702
7328,-51.80369,-51.819206
2886,-56.52659,-56.603935
5715,-48.8397,-48.767334
11390,-46.13662,-46.172447
2282,-51.11385,-51.023846
6366,-51.69623,-51.750206
9161,-49.8988,-50.018482
486,-54.4444,-54.478027
18771,-40.23757,-40.298523
8599,-50.44516,-50.466354
9864,-47.31023,-47.326744
14092,-46.56641,-46.55573
15168,-39.36225,-39.36944
9921,-44.6974,-44.84632
3918,-56.1523,-56.036945
8638,-50.47142,-50.451645
1518,-53.94629,-53.933285
6928,-51.13983,-51.062862
7963,-52.14397,-52.160923
11959,-44.46852,-44.569977
6477,-49.93765,-50.05707
13634,-46.32658,-46.378166
9121,-50.50631,-50.527046
13227,-44.68995,-44.715313
18271,-39.7831,-39.8521
10485,-45.05413,-45.09269
1731,-53.88724,-53.988678
2331,-54.81472,-54.84439
9351,-50.1211,-50.16896
6540,-51.23796,-51.18689
3516,-55.06396,-55.056553
4765,-56.15594,-56.047794
17883,-42.65924,-42.662354
3577,-56.57674,-56.50145
12576,-45.98248,-45.985676
1274,-56.38368,-56.290146
8336,-50.0894,-50.126255
5794,-49.60378,-49.601486
17227,-41.56994,-41.556915
14945,-39.53224,-39.602753
12170,-47.12694,-47.16051
18690,-40.70941,-40.82108
7810,-52.04094,-52.10061
12730,-43.62226,-43.708496
14755,-43.34587,-43.304535
334,-56.22926,-56.200214
6370,-50.63631,-50.548462
16081,-40.1282,-40.122055
13700,-44.87547,-44.92787
2040,-55.95958,-55.97165
3796,-54.95667,-54.9356
5605,-48.73112,-48.79036
1045,-56.18664,-56.01887
15301,-41.27459,-41.284824
16321,-37.96862,-37.984467
6708,-51.01216,-51.170906
7817,-51.71013,-51.724102
12065,-46.96409,-46.999256
6955,-50.17846,-50.166496
12414,-45.99328,-46.073257
17170,-40.44869,-40.51426
15725,-42.69841,-42.729332
12311,-43.60534,-43.65818
6875,-51.1331,-51.204956
5456,-49.65525,-49.684258
3591,-53.40669,-53.346775
13764,-44.76352,-44.821728
275,-55.67771,-55.56018
13275,-46.31573,-46.32683
17493,-38.94834,-38.988457
5730,-50.6221,-50.716255
6840,-50.48692,-50.45648
9445,-50.90779,-50.96319
15749,-40.92705,-40.94523
13419,-46.0339,-45.98572
10819,-46.95018,-47.00776
437,-54.42066,-54.463173
5757,-47.74097,-47.773453
5925,-51.39828,-51.379143
18231,-41.91557,-41.92288
19434,-39.98432,-39.947712
2314,-53.98609,-53.979553
14462,-46.9704,-46.960304
8066,-52.08559,-52.07607
8120,-47.69819,-47.737644
6363,-50.59912,-50.584957
14382,-44.26489,-44.35874
5402,-50.32113,-50.28556
1566,-54.99922,-55.065422
12199,-45.08689,-45.127655
17975,-40.19131,-40.28788
3833,-54.78863,-54.73239
7286,-51.43799,-51.44013
720,-56.71014,-56.705326
9858,-46.83031,-46.84414
10369,-45.62021,-45.627815
14566,-46.66562,-46.718815
10270,-44.52521,-44.539665
192,-56.11177,-56.07388
5295,-51.71487,-51.670235
14591,-44.49715,-44.522316
13587,-46.89838,-46.908207
17699,-41.05539,-41.01271
4543,-53.27827,-53.216103
3818,-53.2882,-53.169353
4576,-56.09154,-55.979084
14051,-46.85852,-46.922333
7470,-50.25288,-50.350525
6963,-50.06837,-50.024277
8644,-50.63778,-50.646942
17899,-41.5724,-41.55967
17216,-39.46106,-39.503407
6524,-50.22148,-50.285618
13168,-43.78937,-43.798447
13658,-47.15925,-47.183987
12680,-45.77868,-45.882057
1149,-55.36852,-55.249855
4258,-57.0242,-56.916946
3968,-56.99126,-56.852795
4490,-54.80065,-54.755646
9950,-43.96297,-43.937332
4095,-55.92377,-55.822636
13368,-45.55452,-45.518276
2357,-54.09737,-54.055046
14189,-43.92496,-43.99064
4929,-50.25459,-50.30185
5249,-51.88909,-51.866848
15113,-37.95,-37.980053
7072,-51.29176,-51.376995
17375,-40.96394,-40.95259
1379,-55.48826,-55.420807
11231,-46.22142,-46.28033
5403,-51.19577,-51.081654
18975,-42.59875,-42.628212
5452,-50.13213,-50.076946
6658,-51.11677,-51.08542
6721,-48.62953,-48.70157
17843,-41.46278,-41.48555
14675,-44.48277,-44.64646
2693,-53.67631,-53.57845
2130,-50.88634,-50.82759
12080,-46.54943,-46.6
1083,-54.33076,-54.522064
15608,-36.37972,-36.38703
10887,-46.66932,-46.645794
14188,-45.61591,-45.572968
1139,-55.00649,-54.797768
13805,-43.61984,-43.632633
17769,-40.98034,-40.964436
19060,-40.30094,-40.316475
12013,-46.45718,-46.456474
13929,-45.18594,-45.1977
2421,-55.3539,-55.276237
15179,-41.44817,-41.4182
7593,-50.9382,-50.890656
10314,-45.73752,-45.778595
3328,-56.10636,-56.001133
10309,-46.62946,-46.624454
2732,-56.23909,-56.250755
12769,-44.47716,-44.506844
11567,-45.5143,-45.530334
6309,-51.70994,-51.71255
14479,-46.38502,-46.394547
1130,-54.59754,-54.49553
15253,-39.83958,-39.753136
1400,-56.70725,-56.57106
17135,-40.60442,-40.61025
14125,-46.72741,-46.766235
19239,-39.50105,-39.540928
565,-54.64859,-54.5734
8171,-51.78798,-51.70454
16641,-42.437,-42.55467
3305,-53.8976,-53.930336
3820,-56.36729,-56.375675
12942,-43.60944,-43.61876
17558,-41.33464,-41.307243
17498,-40.83778,-40.758408
7875,-51.61406,-51.583904
117,-56.62065,-56.608162
18660,-41.49325,-41.45632
7767,-51.63567,-51.59422
10648,-47.01042,-47.018387
667,-56.27362,-56.278988
15462,-42.36708,-42.386417
6445,-50.50017,-50.504078
4726,-56.39139,-56.364994
9181,-50.4007,-50.529636
11421,-45.17544,-45.132877
19762,-39.80069,-39.80027
12757,-43.49667,-43.488632
9720,-49.11323,-49.1108
19393,-42.69664,-42.71224
6476,-51.73009,-51.71447
7901,-52.24489,-52.262257
14500,-45.31568,-45.3991
9607,-49.38563,-49.472553
7842,-51.52982,-51.547585
15031,-36.04425,-36.039516
5465,-49.62877,-49.708942
13165,-45.10123,-45.15301
2651,-55.49032,-55.42262
1079,-53.67491,-53.658207
19480,-39.85535,-39.85135
11338,-44.20628,-44.17892
15704,-40.29471,-40.293095
3404,-56.80264,-56.7153
7934,-51.82514,-51.815865
17484,-37.99734,-38.024937
7356,-49.71326,-49.69422
5450,-47.12989,-47.214554
15912,-40.89636,-40.9368
12833,-46.66255,-46.6824
14759,-43.8575,-43.970417
3111,-55.66851,-55.638554
12536,-44.26797,-44.22177
10212,-43.54482,-43.629498
18188,-42.52683,-42.559002
3001,-56.02761,-55.716938
17327,-40.21103,-40.231186
822,-56.65979,-56.618088
15133,-40.15537,-40.182274
16111,-38.96685,-38.979885
15297,-40.33851,-40.35079
6652,-49.83587,-49.923893
13176,-45.15087,-45.153603
17382,-39.88911,-39.914734
13736,-44.75496,-44.82422
14881,-41.02467,-41.122726
17496,-40.94076,-40.90391
17338,-40.59362,-40.5769
1821,-54.97299,-54.892
16781,-41.49362,-41.47945
14740,-44.41094,-44.44164
2778,-55.31061,-55.251057
4307,-55.99195,-55.963894
11769,-46.40294,-46.495945
18114,-41.40337,-41.34226
7670,-50.95339,-50.924206
9601,-51.78425,-51.74769
2428,-54.03071,-54.147865
1185,-56.12946,-56.12665
12008,-44.71636,-44.69547
758,-55.91774,-55.800014
5308,-51.7505,-51.688015
1238,-54.02979,-54.013405
6937,-50.92711,-50.967796
17307,-40.92518,-40.88956
13773,-45.16959,-45.1607
18904,-41.51601,-41.604603
8267,-48.72414,-48.79148
16948,-40.85086,-40.88566
9304,-50.94595,-50.936672
12234,-45.73005,-45.79585
3557,-54.99087,-54.8856
9758,-47.6753,-47.807438
11709,-44.34659,-44.319653
1372,-56.43178,-56.458023
14449,-45.12412,-45.11023
4066,-55.76337,-55.71398
10078,-44.41291,-44.43209
12815,-46.03033,-46.087418
7287,-51.91582,-51.87869
197,-56.66279,-56.52747
11034,-44.11021,-44.12041
6669,-51.17009,-51.18985
5251,-51.83837,-51.84679
16492,-40.64347,-40.65076
1661,-55.21466,-55.210087
8804,-51.25711,-51.203964
8789,-51.30512,-51.28907
9078,-50.54778,-50.497494
13851,-46.58135,-46.618217
338,-55.4185,-55.437813
13421,-45.72959,-45.77324
3010,-55.17729,-55.085285
473,-51.8182,-51.84229
5316,-51.90302,-51.835125
15969,-40.67772,-40.622814
15650,-39.89014,-39.908005
11965,-44.52154,-44.583725
7879,-51.77203,-51.691933
1610,-55.70034,-55.56948
6823,-51.22945,-51.220787
1690,-54.79091,-55.035534
2392,-55.74402,-55.666393
6803,-49.54171,-49.521492
12192,-46.43901,-46.402752
14895,-39.47533,-39.445786
1436,-53.93233,-53.87639
16051,-38.77693,-38.795963
13462,-44.52287,-44.436497
8918,-51.74692,-51.710022
6919,-52.04408,-52.023827
5759,-46.42453,-46.47248
13136,-45.64545,-45.681232
17363,-42.51257,-42.506905
14180,-45.57589,-45.64665
3560,-55.43961,-55.426167
3282,-55.66038,-55.565002
8945,-51.17061,-51.189873
17190,-40.11693,-40.21543
11076,-43.9055,-43.903893
17288,-42.46151,-42.487907
4804,-57.14951,-57.02455
14166,-45.19352,-45.295944
4599,-54.75704,-54.658234
6260,-51.31433,-51.24636
1639,-56.52673,-56.44897
7620,-51.32512,-51.35903
7005,-49.74221,-49.806393
14429,-45.19042,-45.214108
17687,-39.7618,-39.727966
7515,-50.15558,-50.12419
8340,-50.46464,-50.46613
13568,-45.9944,-46.023937
18369,-41.19265,-41.11205
13050,-42.86246,-42.79787
18859,-42.69101,-42.736046
11911,-43.92768,-43.912563
4843,-51.75241,-51.77743
16908,-40.83532,-40.815666
287,-56.5492,-56.40891
12229,-46.18581,-46.255093
6684,-48.83975,-48.85228
11320,-46.3223,-46.402016
11072,-46.29261,-46.33434
7370,-52.11304,-52.088898
957,-55.34328,-55.313953
